Applicants MCC Licence No;Applicant Name;MCC Medicine Reg. No.;Nappi Code;ATC 4 ;Medicine Schedule;Medicine Proprietary Name;Active Ingredients;Strength;Unit;Dosage Form;Pack Size;Quantity;Manufacturer Price;Logistics Fee;VAT;SEP;Unit Price;Effective Date;Status;Originator or Generic;12 Months Volume of Sales
0000000585;Alliance Pharma (Pty) Ltd;E/8.4/207;852813007;B05AA;S1;Rheomacrodex 10% In Normal Saline ;Dextran;104,9;g/500ml;SOL;500;1;422,45;50,70;70,97;544,12;1,09;;;Originator;
;;;;;;;Sodium chloride;8,91;g/500ml;;;;;;;;;;;;
0000000585;Alliance Pharma (Pty) Ltd;31/2.6/0240;897929001;N05BA;S5;Cpl Alliance Alprazolam 0,25;Alprazolam;0,25;mg;TAB;100;1;22,31;2,68;3,75;28,74;0,29;01 April 2018;;Generic;
0000000585;Alliance Pharma (Pty) Ltd;31/2.6/0241;897930002;N05BA;S5;Cpl Alliance Alprazolam 0,5;Alprazolam;0,5;mg;TAB;100;1;37,75;4,52;6,34;48,61;0,49;;;Generic;
;;;;;;;Ammonium Chloride;170;mg/5ml;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;32/11.4.3/0375;700119002;A02BA;S3;Cpl Alliance Ranitidine  ;Ranitidine;150;mg;TAB;60;1;43,91;5,27;7,38;56,56;0,94;;;generic;
0000000676;Alliance Pharmaceuticals;32/11.4.3/0376;700120005;A02BA;S3;Cpl Alliance Ranitidine  ;Ranitidine;300;mg;TAB;30;1;22,81;4,02;4,02;30,85;1,03;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;31/11.4.3/0287;700171003;A02BA;S3;Cpl Alliance Ranitidine  ;Ranitidine;25;mg/ml;INJ;2;125;157,52;18,90;26,46;202,89;0,81;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;32/20.1.1/0118;700284001;J01MA;S4;Cpl Alliance Ciprofloxacin  ;Ciprofloxacin;250;mg;TAB;10;1;10,26;1,81;1,81;13,89;1,39;;;generic;
0000000676;Alliance Pharmaceuticals;37/8.4/0078;703018001;B05AA;S1;Rescueflow;Dextran;60;g/1000ml;INJ;250;1;453,00;58,28;76,69;587,97;2,35;01 April 2018;;originator;
;;;;;;;Sodium chloride;75;g/1000ml;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;29/2.5/0195;703220001;N03AF;S5;Cpl Alliance Carbamazepine;Carbamazepine;200;mg;TAB;100;1;95,19;11,42;15,99;122,60;1,23;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/18.1/5;704377004;C03CA;S3;Aquarid;Furosemide;40;mg;CAP;30;1;11,39;1,36;1,91;14,66;0,49;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/18.1/5;704377012;C03CA;S3;Aquarid;Furosemide;40;mg;CAP;100;1;23,71;2,84;3,98;30,53;0,31;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;R/18.1/5;704377020;C03CA;S3;Aquarid;Furosemide;40;mg;CAP;1000;1;142,42;17,08;23,93;183,43;0,18;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;L/2.6/90;707694019;N05BA;S5;Benzopin  2;Diazepam;2;mg;TAB;100;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;37/20.1.1/0048;708261001;J01DD;S4;Cpl Alliance Ceftriaxone 500Mg;Ceftriaxone;500;mg;INJ;10;1;10,82;1,92;1,91;14,64;1,46;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;37/20.1.1/0049;708262001;J01DD;S4;Cpl Alliance Ceftriaxone 1000Mg;Ceftriaxone;1000;mg;INJ;10;1;19,39;3,42;3,42;26,23;2,62;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;N/2.9/100;732745004;N02BE;S1;Infapain  ;Codeine;5;mg/5ml;SYR;100;1;9,59;1,69;1,69;12,96;0,13;;;originator;
;;;;;;;Paracetamol;120;mg/5ml;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;N/2.9/101;732753007;N02BE;S2;Infapain Forte  ;Codeine;5;mg/5ml;SYR;100;1;11,30;1,99;1,99;15,29;0,15;;;originator;
;;;;;;;Paracetamol;120;mg/5ml;;;;;;;;;;;;
;;;;;;;Promethazine;6,5;mg/5ml;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;G/20.1.1/147;733024025;J01AA;S4;Inoxtet;Oxytetracycline;250;mg;CAP;1000;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;R/20.2.6/3;745863019;J01XD;S4;Narobic Caps 200 Mg;Metronidazole;200;mg;CAP;21;1;9,41;1,14;1,58;12,12;0,58;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/20.2.6/3;745863027;J01XD;S4;Narobic;Metronidazole;200;mg;CAP;100;1;44,80;5,39;7,53;57,72;0,58;;;generic;
0000000676;Alliance Pharmaceuticals;R/20.2.6/3;745863035;J01XD;S4;Narobic;Metronidazole;200;mg;CAP;1000;1;448,24;53,80;75,31;577,34;0,58;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/7.1.3/6;747815011;C02AB;S3;Normopress;Methyldopa (Racemic);250;mg;CAP;100;1;101,02;12,13;16,97;130,12;1,30;01 April 2018;;originator;
0000000676;Alliance Pharmaceuticals;R/7.1.3/6;747815038;C02AB;S3;Normopress;Methyldopa (Racemic);250;mg;CAP;500;1;505,12;60,61;84,86;650,59;1,30;;;originator;
0000000676;Alliance Pharmaceuticals;R/2.2/7;753211009;N05CD;S5;Paxadorm  ;Nitrazepam;5;mg;CAP;30;1;31,29;3,75;5,26;40,30;1,34;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/2.2/7;753211025;N05CD;S5;Paxadorm  ;Nitrazepam;5;mg;CAP;100;1;251,76;30,21;42,30;324,27;3,24;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;R/3.3/8;759325006;M04AA;S3;Redurate  ;Allopurinol;150;mg;CAP;30;1;22,51;2,70;3,78;28,99;0,97;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/3.3/8;759325014;M04AA;S3;Redurate  ;Allopurinol;150;mg;CAP;100;1;75,01;8,99;12,60;96,60;0,97;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/3.3/8;759325022;M04AA;S3;Redurate  ;Allopurinol;150;mg;CAP;1000;1;750,16;90,03;126,03;966,22;0,97;;;generic;
0000000676;Alliance Pharmaceuticals;L/20.1.2/94;765619016;J01CA;S4;Spectracil C 250 ;Ampicillin;250;mg;CAP;100;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;L/20.1.2/94;765619024;J01CA;S4;Spectracil C 250 ;Ampicillin;250;mg;CAP;1000;1;340,17;40,83;57,15;438,15;0,44;;;generic;
0000000676;Alliance Pharmaceuticals;N/2.9/80;765635003;N02BE;S1;Spectrapain  ;Codeine;8;mg;CAP;20;1;10,94;2,52;2,02;15,48;0,77;01 April 2018;;generic;
;;;;;;;Paracetamol;320;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;N/2.9/80;765635011;N02BE;S1;Spectrapain  ;Codeine;8;mg;CAP;100;1;54,77;12,59;10,10;77,45;0,77;;;generic;
;;;;;;;Paracetamol;320;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;N/2.9/80;765635038;N02BE;S1;Spectrapain  ;Codeine;8;mg;CAP;1000;1;547,03;125,82;100,93;773,78;0,77;;;generic;
;;;;;;;Paracetamol;320;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;N/2.9/81;765643006;N02BE;S5;Spectrapain Forte ;Caffeine;48;mg;CAP;20;1;12,84;2,89;2,36;18,08;0,90;01 April 2018;;generic;
;;;;;;;Codeine;8;mg;;;;;;;;;;;;
;;;;;;;Meprobamate;150;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;320;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;N/2.9/81;765643014;N02BE;S5;Spectrapain Forte ;Caffeine;48;mg;CAP;100;1;64,23;14,41;11,80;90,43;0,90;01 April 2018;;generic;
;;;;;;;Codeine;8;mg;;;;;;;;;;;;
;;;;;;;Meprobamate;150;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;320;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;N/2.9/81;765643022;N02BE;S5;Spectrapain Forte;Caffeine;48;mg;CAP;500;1;321,13;72,09;58,98;452,21;0,90;;;generic;
;;;;;;;Codeine;8;mg;;;;;;;;;;;;
;;;;;;;Meprobamate;150;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;320;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;L/20.1.1/92;765651009;J01FA;S4;Spectrasone  ;Erythromycin;250;mg;CAP;20;1;13,30;2,92;2,43;18,64;0,93;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;L/20.1.1/92;765651017;J01FA;S4;Spectrasone  ;Erythromycin;250;mg;CAP;100;1;66,21;14,90;12,17;93,27;0,93;;;generic;
0000000676;Alliance Pharmaceuticals;L/20.1.1/92;765651025;J01FA;S4;Spectrasone  ;Erythromycin;250;mg;CAP;500;1;329,72;75,83;60,83;466,39;0,93;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;L/20.1.1/93;765678004;J01FA;S4;Spectrasone  ;Erythromycin;125;mg/5ml;SUS;100;1;12,64;1,52;2,12;16,28;0,16;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;K/20.2.1/335;765708019;J01EE;S4;Spectrim  ;Sulfamethoxazole;400;mg;CAP;20;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
;;;;;;;Trimethoprim;80;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;K/20.2.1/335;765708027;J01EE;S4;Spectrim  ;Sulfamethoxazole;400;mg;CAP;100;1;75,99;9,12;12,77;97,88;0,98;;Discontinued;generic;
;;;;;;;Trimethoprim;80;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;K/20.2.1/335;765708035;J01EE;S4;Spectrim  ;Sulfamethoxazole;400;mg;CAP;500;1;130,10;15,60;21,85;167,55;0,34;01 April 2018;;generic;
;;;;;;;Trimethoprim;80;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;K/20.2.1/336;779881001;J01EE;S4;Co-Trim;Sulfamethoxazole;200;mg;SUS;50;1;3,15;0,36;0,53;4,04;0,08;01 April 2018;;generic;
;;;;;;;Trimethoprim;40;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;K/20.2.1/336;779881028;J01EE;S4;Co-Trim;Sulfamethoxazole;200;mg;SUS;100;1;6,28;0,75;1,05;8,09;0,08;01 April 2018;;generic;
;;;;;;;Trimethoprim;40;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;K/20.2.1/336;779881036;J01EE;S4;Co-Trim;Sulfamethoxazole;200;mg;SUS;500;1;31,39;3,76;5,27;40,43;0,08;;;generic;
;;;;;;;Trimethoprim;40;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;Q/2.6/249;783242026;N05BA;S5;Medopam 10;Oxazepam;10;mg;TAB;500;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;Q/2.6/250;783250010;N05BA;S5;Medopam 15;Oxazepam;15;mg;TAB;500;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;W/20.1.1/402;783277008;J01FA;S4;Spectrasone  ;Erythromycin;250;mg/5ml;SUS;100;1;23,89;2,86;4,01;30,77;0,31;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;M/5.7.2/141;783285019;A03FA;S4;Setin  ;Metoclopramide;10;mg;TAB;20;1;2,29;0,24;0,38;2,91;0,15;;;generic;
0000000676;Alliance Pharmaceuticals;M/5.7.2/141;783285027;A03FA;S4;Setin  ;Metoclopramide;10;mg;TAB;100;1;11,47;1,15;1,89;14,51;0,15;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;M/5.7.2/141;783285035;A03FA;S4;Setin  ;Metoclopramide;10;mg;TAB;1000;1;114,77;11,48;18,94;145,19;0,15;;;generic;
0000000676;Alliance Pharmaceuticals;G/20.1.2/144;784494118;J01CE;S4;Incil Vk  S 125;Phenoxymethylpenicillin;125;mg/5ml;SLN;100;1;6,79;0,82;1,14;8,76;0,09;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;G/20.1.2/145;784508003;J01CE;S4;Incil Vk  ;Phenoxymethylpenicillin;125;mg;TAB;100;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;G/20.1.2/146;784516006;J01CE;S4;Incil Vk  T 250;Phenoxymethylpenicillin;250;mg;TAB;100;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;X/3.1/323;789410001;M01AB;S3;Nisaid 25 ;Indometacin;25;mg;CAP;30;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;X/3.1/323;789410028;M01AB;S3;Nisaid 25 ;Indometacin;25;mg;CAP;100;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;X/3.1/323;789410036;M01AB;S3;Nisaid 25 ;Indometacin;25;mg;CAP;500;1;167,84;20,13;28,20;216,17;0,43;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;Z/10.2.2/330;789739003;R05CB;S2;Flemgo ;Carbocisteine;250;mg/5ml;SYR;200;1;16,75;2,01;2,81;21,58;0,11;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;Z/20.1.2/327;789747006;J01CA;S4;Spectramox C 250;Amoxicillin;250;mg;CAP;15;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;Z/20.1.2/327;789747014;J01CA;S4;Spectramox C 250;Amoxicillin;250;mg;CAP;100;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;Z/20.1.2/327;789747022;J01CA;S4;Spectramox C 250;Amoxicillin;250;mg;CAP;500;1;192,26;23,06;32,30;247,62;0,50;;;generic;
0000000676;Alliance Pharmaceuticals;W/20.2.1/67;792373057;J01EE;S4;Trimzol;Sulfamethoxazole;400;mg;TAB;1000;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
;;;;;;;Trimethoprim;80;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;Z/20.1.1/331;793388023;J01AA;S4;Spectratet;Oxytetracycline;250;mg;CAP;1000;1;0,01;0,01;0,00;0,02;0,00;;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;G1228;821055003;R03DA;S1;Genasma;Aminophylline;100;mg;CAP;1000;1;221,31;50,90;40,83;313,04;0,31;01 April 2018;;originator;
;;;;;;;Ephedrine;22,5;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;28/2.6/0001;821772007;N05BA;S5;Panix  0.5 Mg;Alprazolam;0,5;mg;TAB;30;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;28/2.6/0002;821780018;N05BA;S5;Panix  1 Mg;Alprazolam;1;mg;TAB;30;1;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;28/2.7/0234;824992008;N02BE;S1;Gencetamol;Paracetamol;500;mg;TAB;1000;1;72,62;8,70;12,20;93,52;0,09;;;generic;
0000000676;Alliance Pharmaceuticals;28/2.7/0234;824992016;N02BE01;S1;Gencetamol Tabs;Paracetamol;500;mg;TAB;5000;1;363,06;43,57;61,00;467,63;0,09;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;R/20.1.2/312;830550003;J01CA;S4;Spectracil  S 125;Ampicillin;125;mg/5ml;SUS;100;1;7,39;0,90;1,24;9,52;0,10;;;generic;
0000000676;Alliance Pharmaceuticals;L/20.1.2/95;830569006;J01CA;S4;Spectracil SF 250;Ampicillin;250;mg/5ml;SUS;100;1;11,19;1,34;1,88;14,41;0,14;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;Z/20.1.2/328;830577009;J01CA;S4;Spectramox S 125;Amoxicillin;125;mg/5ml;SUS;100;1;5,22;1,18;0,96;7,36;0,07;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;Z/20.1.2/329;830585001;J01CA;S4;Spectramox Sf 250;Amoxicillin;250;mg/5ml;SUS;100;1;5,22;1,18;0,96;7,36;0,07;;;generic;
0000000676;Alliance Pharmaceuticals;H/18.3/1913;839760019;G04BA;S2;Gencit Simplex  ;Citric Acid;21;mg;SUS;100;1;1,67;0,37;0,31;2,35;0,02;01 April 2018;;generic;
;;;;;;;Potassium citrate;945;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;H/18.3/1913;839760027;G04BA;S2;Gencit Simplex  ;Citric Acid;21;mg;SUS;2500;1;41,73;9,39;7,67;58,79;0,02;01 April 2018;;generic;
;;;;;;;Potassium citrate;945;mg;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;28/34/0251;852791003;B05AA;S1;Promit 150Mg/Ml;Dextran;150;mg/ml;INJ;20;10;0,01;0,01;0,00;0,02;0,00;;Discontinued;originator;
0000000676;Alliance Pharmaceuticals;E/8.4/141;852805004;B05AA;S1;Macrodex 6% In Normal Saline;Dextran;60;g/500ml;INF;500;1;381,98;45,85;64,17;492,01;0,98;01 April 2018;;originator;
;;;;;;;Sodium chloride;0,9;g/500ml;;;;;;;;;;;;
0000000676;Alliance Pharmaceuticals;30/6.1/0359;860360008;C01CA;S4;Posiject ;Dobutamine;250;mg;INJ;5;5;0,01;0,01;0,00;0,02;0,00;01 April 2018;Discontinued;generic;
0000000676;Alliance Pharmaceuticals;31/3.1/0289;897879003;M01AC;S3;Cpl Alliance Piroxicam;Piroxicam;20;mg;CAP;100;1;62,34;7,48;10,47;80,30;0,80;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;29/20.1.1/0124;897880006;J01DB;S4;Cpl Alliance Cephalexin  ;Cefalexin;250;mg;CAP;100;1;44,15;7,78;7,79;59,72;0,60;;;generic;
0000000676;Alliance Pharmaceuticals;29/20.1.1/0125;897887006;J01DB;S4;Cpl Alliance Cephalexin  ;Cefalexin;500;mg;CAP;100;1;107,43;12,90;18,05;138,37;1,38;01 April 2018;;generic;
0000000676;Alliance Pharmaceuticals;29/20.1.1/0126;897892003;J01DB;S4;Cpl Alliance Cephalexin Dry ;Cefalexin;125;mg/5ml;SUS;100;1;21,27;2,55;3,57;27,39;0,27;;;generic;
0000000737;Allied Drug Company;G2815;712376001;N02BG;S1;Toothache Essence (Dozen);Phelol Liquified                                        ;0,012;ml;LIQ;10;1;11,06;1,66;1,91;14,63;1,46;01 April 2018;;Originator;
;;;;;;;Clove Oil;0,05;ml/ml;;;;;;;;;;;;
0000000737;Allied Drug Company;;715018019;N01BC;S6;COCAINE HYDROCHLORIDE;cocaine;5;g;POW;5;;619,50;49,56;100,36;769,42;;;;originator;
0000000737;Allied Drug Company;;744573009;N02AA;S6;Morphine Hydrochloride S/7;Morphine;5;g;POW;5;;99,64;14,95;17,19;131,78;;01 April 2018;;Originator;
0000000737;Allied Drug Company;G1077;810649012;R06AA;S2;Diphenhydramine Expect;Diphenhydramine Hcl;14;mg/5ml;LIQ;2500;1;46,58;6,99;8,04;61,61;0,02;;;Originator;
0000000737;Allied Drug Company;G1077;810649013;R06AA;S2;Diphenhydramine Expect.;Diphenhydramine Hcl                ;14;mg/5ml;LIQ;20000;1;372,71;55,90;64,29;492,90;0,02;01 April 2018;;Originator;
;;;;;;;Ammonium Chloride;170;mg/5ml;;;;;;;;;;;;
0000000737;Allied Drug Company;BV329;811122206;N02AA;S2;OPIUM CAMPHORATED TINCT ;Morphine;0,05;%;LIQ;200;1;12,98;1,95;2,24;17,17;0,09;;;originator;
0000000737;Allied Drug Company;BV324;857556002;N02AA;S2;Codeine Phos Syrup;Codeien Phosphate;0,5;%m/v;LIQ;500;1;63,07;9,46;10,88;83,41;0,17;01 April 2018;;Originator;
0000000737;Allied Drug Company;BV362;866482008;R05FA;S2;GEES LINCTUS;Oxymel Squill Tinc                                                ;33,329;%;LIQ;500;1;31,96;4,79;5,51;42,26;0,08;;;originator;
;;;;;;;Anhydrous Morphine;0,016;% w/v;;;;;;;;;;;;
;;;;;;;Squill ;1,649;% w/v;;;;;;;;;;;;
;;;;;;;Alcohol;20;%;;;;;;;;;;;;
0000001150;Amgen South Africa (Pty) Ltd;42/8.5/0598;713009001;L03AA;S4;Neulastim ®;Pegfilgrastim;6;mg/0.6ml;PFS;0,6;1;4 188,61;308,28;674,53;5 171,43;8 619,05;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;42/21.12/0121;714015001;H05BX;S4;Sensipar 30mg;cinacalcet;30;mg;TAB;28;1;1 285,20;96,72;207,29;1 589,21;56,76;;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;42/21.12/0122;714016001;H05BX;S4;Sensipar 60mg;cinacalcet;60;mg;TAB;28;1;2 570,40;193,44;414,58;3 178,42;113,51;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0884;714017001;B03XA;S4;Aranesp 10µg;10 µg of darbepoetin alfa;10;µg/0.4ml;INJ;1;1;158,40;11,66;25,51;195,57;195,57;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0886;714018001;B03XA;S4;Aranesp 20µg;20 µg of darbepoetin alfa;20;µg/0.5ml;INJ;1;1;316,80;23,32;51,02;391,14;391,14;;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0887;714019001;B03XA;S4;Aranesp 30µg;30 µg of darbepoetin alfa;30;µg/0.3ml;INJ;1;1;475,20;34,98;76,53;586,71;586,71;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0890;714020001;B03XA;S4;Aranesp 60µg;60 µg of darbepoetin alfa;60;µg/0.3ml;INJ;1;1;950,40;69,98;153,06;1 173,44;1 173,44;;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0893;714021001;B03XA;S4;Aranesp 150µg;150 µg of darbepoetin alfa;150;µg/0.3ml;INJ;1;1;2 376,00;174,90;382,64;2 933,54;2 933,54;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0894;714022001;B03XA;S4;Aranesp 300µg;300 µg of darbepoetin alfa;300;µg/0.6ml;INJ;1;1;4 752,00;349,80;765,27;5 867,07;5 867,07;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;45/8.2/0175;714613001;B02BX;S4;Nplate 250 µg;Romiplostim;250;µg/0.5ml;INJ;0,5;1;5 737,50;432,17;925,45;7 095,12;14 190,24;;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0888;715971001;B03XA;S4;Aranesp 40µg;darbepoetin alfa ;40;mcg;INJ;1;1;633,60;46,64;102,04;782,28;782,28;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0889;715973001;B03XA;S4;Aranesp 50µg;darbepoetin alfa ;50;mcg;INJ;1;1;792,00;58,32;127,55;977,87;977,87;;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0891;715974001;B03XA;S4;Aranesp 80µg;darbepoetin alfa ;80;mcg;INJ;1;1;1 267,20;93,28;204,07;1 564,55;1 564,55;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;41/8.3/0892;715975001;B03XA;S4;Aranesp 100µg;darbepoetin alfa ;100;mcg;INJ;1;1;1 584,00;116,60;255,09;1 955,69;1 955,69;01 April 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;Z/30.4/190;791199010;L03AA;S4;Neupogen 30 ;Filgrastim;300;mcg;INJ;1;5;;392,20;786,03;;1 205,24;04 September 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;32/30.4/0032;894081001;L03AA;S4;Neupogen 30 Mu;Filgrastim;300;mcg;INJ;0,5;5;3 488,94;282,25;565,68;4 336,87;1 734,75;04 September 2018;;Originator;
0000001150;Amgen South Africa (Pty) Ltd;32/30.4/0033;894087002;L03AA;S4;Neupogen 48 Mu;Filgrastim;480;mcg;INJ;0,5;5;5 393,24;436,31;874,43;6 703,99;2 681,60;04 September 2018;;Originator;
0000000653;Anmaraté (Pty) Ltd;32/11.5/0618;865443009;A06AD;S3;COLO-PREP;Dibasic sodium phosphate anhydrous;10;g;SOL;2;1;104,61;11,62;17,43;133,66;66,83;01 April 2018;;Generic;
;;;;;;;Monobasic sodium phosphate anhydrous;15;g;;;;;;;;;;;;
0000000653;Anmaraté (Pty) Ltd;42/11.5/0413;3000271001;A06AD;S3;Purgoped;Macrogol (PEG) 3350;6,563;g;POW;20;1;90,98;7,28;14,74;113,00;5,65;31 July 2018;;Generic;
;;;;;;;Sodium Bicarbonate;89,3;mg;;;;;;;;;;;;
;;;;;;;Sodium Chloride;175,4;mg;;;;;;;;;;;;
;;;;;;;Potassium Chloride;23,3;mg;;;;;;;;;;;;
0000000288;Arrow Pharma South Africa (Pty) Ltd;37/20.1.1/0574;704775001;J01MA;S4;Ciprol 500;Ciprofloxacin;500;mg;TAB;10;1;19,39;2,16;3,23;24,79;2,48;;;Generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;37/20.1.1/0573;704777001;J01MA;S4;Ciprol 250;Ciprofloxacin;250;mg;TAB;10;1;12,74;1,41;2,12;16,27;1,63;01 April 2018;;Generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;37/20.1.1/0603;705869001;J01DD;S4;Arrow Ceftriaxone Sodium 500 Mg;Ceftriaxone;500;mg;INJ;2;1;19,45;2,16;3,24;24,85;12,42;;;Generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;37/20.1.1/0604;705870001;J01DD;S4;Arrow Ceftriaxone Sodium 1G;Ceftriaxone ;1000;mg;INJ;3,5;1;31,79;3,53;5,30;40,61;11,60;01 April 2018;;Generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;37/21.2/0570;706672001;A10BA;S3;Arrow Metformin 500;Metformin hydrochloride;500;mg;TAB;100;1;37,76;4,20;6,29;48,25;0,48;01 April 2018;;generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;37/21.2/0571;706673001;A10BA;S3;Arrow Metformin 850;Metformin hydrochloride;850;mg;TAB;60;1;42,35;4,71;7,06;54,12;0,90;;;generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;A38/7.5/0707;707089001;C10AA;S4;Arrow Simvastatin 10;Simvastatin;10;mg;TAB;28;1;28,15;3,13;4,69;35,97;1,28;01 April 2018;;Generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;A38/7.2/0707;707089002;C10AA;S4;Arrow Simvastatin;Simvastatin;10;mg;TAB;30;1;30,16;3,35;5,03;38,54;1,28;;;generic;
0000000288;Arrow Pharma South Africa (Pty) Ltd;A38/7.5/0708;707090001;C10AA;S4;Arrow Simvastatin 20;Simvastatin;20;mg;TAB;28;1;31,60;3,51;5,27;40,37;1,44;01 April 2018;;Generic;
